,show_id,type,title,director,country,date_added,release_year,rating,duration,listed_in
6863,s1295,TV Show,Tribes of Europa, ,Germany,19/02/21,2021,TV-MA,1,"International TV Shows, TV Action & Adventure, TV Dramas"
6864,s1297,TV Show,"Hello, Me!", ,South Korea,18/02/21,2021,TV-14,1,"International TV Shows, Romantic TV Shows, TV Comedies"
6865,s1299,TV Show,Sisyphus, ,South Korea,18/02/21,2021,TV-14,1,"International TV Shows, TV Action & Adventure, TV Dramas"
6866,s1301,TV Show,Amend: The Fight for America, ,United States,17/02/21,2021,TV-MA,1,Docuseries
6867,s1302,TV Show,Behind Her Eyes, ,United Kingdom,17/02/21,2021,TV-MA,1,"British TV Shows, International TV Shows, TV Dramas"
6868,s1303,TV Show,MeatEater, ,United States,17/02/21,2021,TV-14,4,"Docuseries, Reality TV, Science & Nature TV"
6869,s1311,TV Show,The Crew, ,United States,15/02/21,2021,TV-14,1,TV Comedies
6870,s1314,TV Show,Buried by the Bernards, ,United States,12/02/21,2021,TV-14,1,Reality TV
6871,s1318,TV Show,Nadiya Bakes, ,United Kingdom,12/02/21,2021,TV-G,1,"British TV Shows, International TV Shows, Reality TV"
6872,s1321,TV Show,Capitani, ,Luxembourg,11/02/21,2019,TV-MA,1,"Crime TV Shows, International TV Shows, TV Dramas"
6873,s1322,TV Show,El Chema, ,Mexico,11/02/21,2016,TV-MA,1,"Crime TV Shows, Spanish-Language TV Shows, TV Action & Adventure"
6876,s1336,TV Show,The Sinner, ,United States,06/02/21,2020,TV-MA,3,"Crime TV Shows, TV Dramas, TV Mysteries"
6877,s1339,TV Show,Hache, ,Spain,05/02/21,2021,TV-MA,2,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows"
6878,s1340,TV Show,Invisible City, ,Brazil,05/02/21,2021,TV-MA,1,"Crime TV Shows, International TV Shows, TV Dramas"
6879,s1869,TV Show,Deaf U, ,United States,09/10/20,2020,TV-MA,1,Docuseries
6880,s1349,TV Show,Firefly Lane, ,United States,03/02/21,2021,TV-MA,1,"Romantic TV Shows, TV Dramas"
6881,s1350,TV Show,"Pablo Escobar, el patrón del mal", ,Colombia,03/02/21,2012,TV-MA,1,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows"
6882,s1351,TV Show,Power Rangers Ninja Steel, ,United States,03/02/21,2018,TV-Y7,2,Kids' TV
6883,s1353,TV Show,Tiffany Haddish Presents: They Ready, ,United States,02/02/21,2021,TV-MA,2,"Stand-Up Comedy & Talk Shows, TV Comedies"
6884,s1355,TV Show,Heartland, ,Canada,01/02/21,2019,TV-14,13,TV Dramas
6885,s1356,TV Show,Love Daily, ,United States,01/02/21,2018,TV-14,1,"Romantic TV Shows, Teen TV Shows"
6886,s1357,TV Show,My Dead Ex, ,United States,01/02/21,2018,TV-14,1,"TV Comedies, Teen TV Shows"
6887,s1362,TV Show,The Unsettling, ,United States,01/02/21,2019,TV-14,1,"TV Horror, Teen TV Shows"
6888,s1363,TV Show,Total Drama, ,Canada,01/02/21,2015,TV-PG,7,"Kids' TV, TV Comedies"
6889,s1364,TV Show,Zac and Mia, ,United States,01/02/21,2019,TV-14,2,"Romantic TV Shows, TV Dramas, Teen TV Shows"
6890,s1372,TV Show,We Are: The Brooklyn Saints, ,United States,29/01/21,2021,TV-14,1,Docuseries
6891,s1374,TV Show,50M2, ,Turkey,27/01/21,2021,TV-MA,1,"International TV Shows, TV Dramas, TV Thrillers"
6892,s1376,TV Show,BONDING, ,United States,27/01/21,2021,TV-MA,2,"TV Comedies, TV Dramas"
6893,s1378,TV Show,Outlander, ,United States,27/01/21,2018,TV-MA,4,"Romantic TV Shows, TV Action & Adventure, TV Dramas"
6894,s1381,TV Show,Go Dog Go, ,United States,26/01/21,2021,TV-Y,1,Kids' TV
6895,s1384,TV Show,Blown Away, ,Canada,22/01/21,2021,TV-14,2,"International TV Shows, Reality TV"
6896,s1385,TV Show,Busted!, ,South Korea,22/01/21,2021,TV-14,3,"Crime TV Shows, International TV Shows, Korean TV Shows"
6897,s1386,TV Show,Demon Slayer: Kimetsu no Yaiba, ,Japan,22/01/21,2019,TV-14,1,"Anime Series, International TV Shows"
6898,s1619,TV Show,Octonauts, ,United States,01/12/20,2015,TV-Y,4,"British TV Shows, Kids' TV"
6899,s1393,TV Show,Daughter From Another Mother, ,Mexico,20/01/21,2021,TV-MA,1,"International TV Shows, Spanish-Language TV Shows, TV Comedies"
6900,s1395,TV Show,Spycraft, ,United States,20/01/21,2021,TV-MA,1,"Docuseries, Science & Nature TV"
6901,s1396,TV Show,Hello Ninja, ,United States,19/01/21,2021,TV-Y,4,Kids' TV
6902,s1401,TV Show,Bling Empire, ,United States,15/01/21,2021,TV-MA,1,Reality TV
6903,s1402,TV Show,Carmen Sandiego, ,United States,15/01/21,2021,TV-Y7,4,"Kids' TV, TV Thrillers"
6904,s1403,TV Show,Disenchantment, ,United States,15/01/21,2021,TV-14,3,"TV Action & Adventure, TV Comedies, TV Sci-Fi & Fantasy"
6905,s1409,TV Show,The Magicians, ,United States,15/01/21,2020,TV-MA,5,"TV Dramas, TV Sci-Fi & Fantasy"
6906,s1426,Movie,Creating The Queen's Gambit, ,United States,08/01/21,2021,TV-14,14,Documentaries
6907,s1428,TV Show,Inside the World’s Toughest Prisons, ,United Kingdom,08/01/21,2021,TV-MA,5,"British TV Shows, Crime TV Shows, Docuseries"
6908,s1430,TV Show,Mighty Little Bheem: Kite Festival, ,India,08/01/21,2021,TV-Y,1,"Kids' TV, TV Comedies"
6909,s1431,TV Show,Pretend It’s a City, ,United States,08/01/21,2021,TV-14,1,Docuseries
6910,s1432,Movie,Stuck Apart, ,Turkey,08/01/21,2021,TV-MA,97,"Comedies, Dramas, International Movies"
6911,s1438,TV Show,Surviving Death, ,United States,06/01/21,2021,TV-MA,1,"Docuseries, Reality TV"
6912,s1440,TV Show,History of Swear Words, ,United States,05/01/21,2021,TV-MA,1,"Docuseries, TV Comedies"
6913,s1441,TV Show,Nailed It! Mexico, ,Mexico,05/01/21,2021,TV-PG,3,"International TV Shows, Reality TV, Spanish-Language TV Shows"
6914,s1444,TV Show,QB1: Beyond the Lights, ,United States,04/01/21,2019,TV-14,1,Docuseries
6915,s1449,TV Show,Cobra Kai, ,United States,01/01/21,2021,TV-14,3,"TV Action & Adventure, TV Comedies, TV Dramas"
6916,s1450,TV Show,Dream Home Makeover, ,United States,01/01/21,2021,TV-G,2,Reality TV
6917,s1456,TV Show,Headspace Guide to Meditation, ,United States,01/01/21,2021,TV-G,1,"Docuseries, Science & Nature TV"
6918,s1458,TV Show,Jenni Rivera: Mariposa de Barrio, ,United States,01/01/21,2017,TV-MA,1,"Spanish-Language TV Shows, TV Dramas"
6919,s1620,TV Show,Oddbods, ,United Kingdom,01/12/20,2017,TV-Y,1,"Kids' TV, TV Comedies"
6920,s1461,TV Show,Monarca, ,Mexico,01/01/21,2021,TV-MA,2,"International TV Shows, Spanish-Language TV Shows, TV Dramas"
6921,s1466,TV Show,The Haunted Hathaways, ,United States,01/01/21,2013,TV-G,2,"Kids' TV, TV Comedies, TV Sci-Fi & Fantasy"
6922,s1467,Movie,The Minimalists: Less Is Now, ,United States,01/01/21,2021,TV-14,54,Documentaries
6923,s1474,TV Show,Chilling Adventures of Sabrina, ,United States,31/12/20,2020,TV-14,4,"TV Horror, TV Mysteries, TV Sci-Fi & Fantasy"
6924,s1477,TV Show,Best Leftovers Ever!, ,United States,30/12/20,2020,TV-G,1,Reality TV
6925,s1478,TV Show,Dare Me, ,United States,30/12/20,2019,TV-MA,1,"Crime TV Shows, TV Dramas, TV Thrillers"
6926,s1479,TV Show,Equinox, ,Denmark,30/12/20,2020,TV-MA,1,"International TV Shows, TV Mysteries, TV Thrillers"
6927,s1481,TV Show,Still Game, ,United Kingdom,30/12/20,2018,TV-14,9,"British TV Shows, Classic & Cult TV, International TV Shows"
6928,s1484,TV Show,A Love So Beautiful, ,South Korea,28/12/20,2020,TV-PG,1,"International TV Shows, Romantic TV Shows, TV Comedies"
6929,s1488,TV Show,Sakho & Mangane, ,Senegal,27/12/20,2019,TV-MA,1,"Crime TV Shows, International TV Shows, TV Dramas"
6930,s1490,TV Show,Regiment Diaries, ,India,26/12/20,2020,TV-PG,2,"Docuseries, International TV Shows"
6931,s1493,TV Show,Bridgerton, ,United States,25/12/20,2020,TV-MA,1,"Romantic TV Shows, TV Dramas"
6932,s1504,TV Show,Lovestruck in the City, ,South Korea,22/12/20,2020,TV-14,1,"International TV Shows, Romantic TV Shows, TV Comedies"
6933,s1506,TV Show,Rhyme Time Town Singalongs, ,United States,22/12/20,2020,TV-Y,1,Kids' TV
6934,s1689,TV Show,We Are the Champions, ,United States,17/11/20,2020,TV-MA,1,"Docuseries, Reality TV"
6935,s1507,TV Show,Shaun the Sheep, ,United Kingdom,22/12/20,2016,TV-Y,2,"British TV Shows, Kids' TV, TV Comedies"
6937,s1515,TV Show,Diamond City, ,South Africa,18/12/20,2019,TV-MA,1,"Crime TV Shows, International TV Shows, TV Dramas"
6938,s1517,TV Show,Home for Christmas, ,Norway,18/12/20,2020,TV-MA,2,"International TV Shows, Romantic TV Shows, TV Comedies"
6939,s1528,TV Show,Morphle, ,Netherlands,17/12/20,2020,TV-Y,2,"British TV Shows, Kids' TV"
6940,s1529,TV Show,Run On, ,South Korea,17/12/20,2020,TV-MA,1,"International TV Shows, Romantic TV Shows, TV Comedies"
6941,s1536,TV Show,How To Ruin Christmas, ,South Africa,16/12/20,2020,TV-MA,1,"International TV Shows, TV Comedies, TV Dramas"
6944,s1544,TV Show,Black Ink Crew New York, ,United States,15/12/20,2014,TV-14,2,Reality TV
6945,s1546,TV Show,Pup Academy, ,United States,15/12/20,2020,TV-Y,2,"Kids' TV, TV Comedies"
6948,s1552,TV Show,Hilda, ,United Kingdom,14/12/20,2021,TV-Y7,2,Kids' TV
6949,s1553,TV Show,Tiny Pretty Things, ,United States,14/12/20,2020,TV-MA,1,"TV Dramas, TV Mysteries, TV Thrillers"
6950,s1555,TV Show,Children of Adam, ,Lebanon,12/12/20,2020,TV-14,1,"International TV Shows, TV Dramas, TV Thrillers"
6951,s1556,TV Show,Grizzy et les Lemmings, ,France,12/12/20,2018,TV-Y,2,"Kids' TV, TV Comedies"
6952,s1560,TV Show,The Mess You Leave Behind, ,Spain,11/12/20,2020,TV-MA,1,"International TV Shows, Spanish-Language TV Shows, TV Dramas"
6953,s1519,Movie,Ma Rainey's Black Bottom: A Legacy Brought to Screen, ,Pakistan,18/12/20,2020,TV-PG,32,"Documentaries, Music & Musicals"
6954,s1563,TV Show,Alice in Borderland, ,Japan,10/12/20,2020,TV-MA,1,"International TV Shows, TV Action & Adventure, TV Mysteries"
6955,s1570,TV Show,Masameer Classics, ,Saudi Arabia,09/12/20,2013,TV-14,4,"International TV Shows, TV Comedies"
6956,s1571,TV Show,Once Upon a Time, ,Egypt,09/12/20,2019,TV-14,1,"International TV Shows, Romantic TV Shows, TV Dramas"
6957,s1573,TV Show,The Big Show Show, ,United States,09/12/20,2020,TV-G,2,"Kids' TV, TV Comedies"
6958,s1574,TV Show,The Expanding Universe of Ashley Garcia, ,United States,09/12/20,2020,TV-PG,3,"Kids' TV, TV Comedies, Teen TV Shows"
6959,s1575,TV Show,The Surgeon's Cut, ,United States,09/12/20,2020,TV-14,1,"Docuseries, Science & Nature TV"
6960,s1578,Movie,Emicida: AmarElo - It’s All For Yesterday, ,Brazil,08/12/20,2020,TV-MA,90,"Documentaries, International Movies, Music & Musicals"
6961,s1579,TV Show,Juman, ,Kuwait,08/12/20,2019,TV-PG,1,"International TV Shows, Romantic TV Shows, TV Dramas"
6962,s1580,TV Show,Mr. Iglesias, ,United States,08/12/20,2020,TV-14,3,"TV Comedies, Teen TV Shows"
6963,s1584,TV Show,100 Days My Prince, ,South Korea,07/12/20,2018,TV-14,1,"International TV Shows, Romantic TV Shows, TV Dramas"
6964,s1590,TV Show,Bhaag Beanie Bhaag, ,India,04/12/20,2020,TV-MA,1,"International TV Shows, Romantic TV Shows, TV Comedies"
6965,s1591,TV Show,Big Mouth, ,United States,04/12/20,2020,TV-MA,4,TV Comedies
6966,s1594,TV Show,Kings of Jo'Burg, ,South Africa,04/12/20,2020,TV-MA,1,"Crime TV Shows, International TV Shows, TV Dramas"
6967,s1595,Movie,Leyla Everlasting, ,Turkey,04/12/20,2020,TV-MA,113,"Comedies, International Movies"
6968,s1604,TV Show,Alien Worlds, ,United Kingdom,02/12/20,2020,TV-PG,1,"British TV Shows, Docuseries, International TV Shows"
6969,s1606,TV Show,Check The Store Next Door: The Next Chapter, ,Indonesia,02/12/20,2020,TV-14,2,"International TV Shows, TV Comedies, TV Dramas"
6970,s1612,TV Show,Are You The One, ,United States,01/12/20,2014,TV-14,2,Reality TV
6971,s1615,TV Show,Gormiti, ,Spain,01/12/20,2018,TV-Y,1,Kids' TV
6974,s1626,TV Show,The Guest, ,South Korea,01/12/20,2018,TV-14,1,"International TV Shows, TV Horror, TV Mysteries"
6975,s1628,TV Show,The Holiday Movies That Made Us, ,United States,01/12/20,2020,TV-PG,1,Docuseries
6976,s1629,TV Show,The Repair Shop, ,United Kingdom,01/12/20,2018,TV-PG,1,"British TV Shows, Reality TV"
6977,s1635,TV Show,The Uncanny Counter, ,South Korea,29/11/20,2020,TV-14,1,"International TV Shows, TV Action & Adventure, TV Dramas"
6978,s1639,TV Show,Fabulous Lives of Bollywood Wives, ,India,27/11/20,2020,TV-MA,1,"International TV Shows, Reality TV"
6979,s1759,TV Show,LEGO Ninjago, ,Canada,01/11/20,2020,TV-Y7,2,Kids' TV
6981,s1641,TV Show,Over Christmas, ,Germany,27/11/20,2020,TV-MA,1,"International TV Shows, Romantic TV Shows, TV Comedies"
6982,s1642,TV Show,Sugar Rush Christmas, ,United States,27/11/20,2020,TV-14,2,Reality TV
6983,s1650,TV Show,Great Pretender, ,Japan,25/11/20,2020,TV-MA,2,"Anime Series, Crime TV Shows, International TV Shows"
6984,s1659,TV Show,Valentino, ,Egypt,24/11/20,2020,TV-14,1,"International TV Shows, TV Comedies, TV Dramas"
6985,s1662,TV Show,Strongest Deliveryman, ,South Korea,23/11/20,2017,TV-MA,1,"International TV Shows, Romantic TV Shows, TV Dramas"
6986,s1668,TV Show,Flavorful Origins, ,China,20/11/20,2020,TV-G,3,"Docuseries, International TV Shows"
6987,s1671,TV Show,Mismatched, ,India,20/11/20,2020,TV-MA,1,"International TV Shows, Romantic TV Shows, TV Comedies"
6988,s1673,TV Show,Voices of Fire, ,United States,20/11/20,2020,TV-PG,1,"Docuseries, Reality TV"
6989,s1685,TV Show,Holiday Home Makeover with Mr. Christmas, ,United States,18/11/20,2020,TV-G,1,Reality TV
6990,s1688,TV Show,The Boss Baby: Back in Business, ,United States,17/11/20,2020,TV-Y7,4,"Kids' TV, TV Comedies"
6991,s1694,TV Show,Beyblade Burst Rise, ,Japan,15/11/20,2019,TV-Y,1,"Anime Series, Kids' TV"
6992,s1697,TV Show,Polly Pocket, ,Canada,15/11/20,2021,TV-Y,2,Kids' TV
6993,s1698,TV Show,Survivor, ,United States,15/11/20,2014,TV-14,2,Reality TV
6994,s1699,TV Show,The Crown, ,United Kingdom,15/11/20,2020,TV-MA,4,"British TV Shows, International TV Shows, TV Dramas"
6995,s1702,TV Show,American Horror Story, ,United States,13/11/20,2019,TV-MA,9,"TV Horror, TV Mysteries, TV Thrillers"
6996,s1709,TV Show,Ethos, ,Turkey,12/11/20,2020,TV-MA,1,"International TV Shows, TV Dramas"
6997,s1712,TV Show,Graceful Friends, ,South Korea,12/11/20,2020,TV-MA,1,"Crime TV Shows, International TV Shows, TV Dramas"
6998,s1717,TV Show,Aunty Donna's Big Ol' House of Fun, ,Australia,11/11/20,2020,TV-MA,1,TV Comedies
6999,s1718,TV Show,The Liberator, ,United States,11/11/20,2020,TV-MA,1,"TV Action & Adventure, TV Dramas"
7000,s1719,TV Show,Trial 4, ,United States,11/11/20,2020,TV-MA,1,"Crime TV Shows, Docuseries"
7002,s1723,TV Show,DASH & LILY, ,United States,10/11/20,2020,TV-14,1,"Romantic TV Shows, TV Comedies, TV Dramas"
7003,s1725,TV Show,Bakugan: Battle Planet, ,Japan,06/11/20,2018,TV-PG,1,"Anime Series, Kids' TV"
7004,s1727,TV Show,Country Ever After, ,United States,06/11/20,2020,TV-PG,1,Reality TV
7005,s1731,TV Show,Wrong Kind of Black, ,Australia,06/11/20,2018,TV-MA,1,"International TV Shows, TV Comedies, TV Dramas"
7006,s1758,TV Show,LEGO Jurassic World: Secret Exhibit, ,United States,01/11/20,2018,TV-Y,1,Kids' TV
7007,s1738,TV Show,Paranormal, ,Egypt,05/11/20,2020,TV-14,1,"International TV Shows, TV Dramas, TV Horror"
7008,s1739,Movie,A Christmas Catch, ,Canada,04/11/20,2018,TV-G,87,"Dramas, Romantic Movies"
7009,s1724,TV Show,Bakugan: Armored Alliance, ,Pakistan,06/11/20,2020,TV-Y7,1,"Anime Series, Kids' TV"
7010,s1741,TV Show,Love & Anarchy, ,Sweden,04/11/20,2020,TV-MA,1,"International TV Shows, Romantic TV Shows, TV Comedies"
7011,s1747,TV Show,Can You Hear Me?, ,Canada,02/11/20,2020,TV-MA,2,"International TV Shows, TV Comedies, TV Dramas"
7012,s1749,TV Show,60 Days In, ,United States,01/11/20,2019,TV-MA,1,Reality TV
7014,s1755,TV Show,Forged in Fire, ,United States,01/11/20,2019,TV-14,1,Reality TV
7015,s1756,TV Show,Leah Remini: Scientology and the Aftermath, ,United States,01/11/20,2018,TV-14,3,Docuseries
7016,s1757,TV Show,LEGO Jurassic World: Legend of Isla Nublar, ,United States,01/11/20,2019,TV-Y,1,Kids' TV
7017,s2945,TV Show,Who Killed Malcolm X?, ,United States,07/02/20,2020,TV-MA,1,"Crime TV Shows, Docuseries"
7018,s1760,TV Show,LEGO Ninjago: Masters of Spinjitzu, ,Denmark,01/11/20,2019,TV-Y7,10,Kids' TV
7019,s1761,TV Show,LEGO: CITY Adventures, ,United States,01/11/20,2019,TV-Y,1,"Kids' TV, TV Comedies"
7020,s1766,TV Show,The Garfield Show, ,France,01/11/20,2018,TV-Y,4,"Kids' TV, TV Comedies"
7021,s1767,TV Show,The Good Detective, ,South Korea,01/11/20,2020,TV-MA,1,"Crime TV Shows, International TV Shows, TV Dramas"
7022,s1770,TV Show,Voice, ,South Korea,01/11/20,2018,TV-14,2,"Crime TV Shows, International TV Shows, Korean TV Shows"
7023,s1774,TV Show,Zumbo's Just Desserts, ,Australia,31/10/20,2019,TV-PG,1,"International TV Shows, Reality TV"
7024,s1780,TV Show,Marvel's Agents of S.H.I.E.L.D., ,United States,30/10/20,2020,TV-14,7,"TV Action & Adventure, TV Sci-Fi & Fantasy"
7025,s1782,TV Show,Somebody Feed Phil, ,United States,30/10/20,2020,TV-14,4,"Docuseries, Reality TV"
7026,s1783,TV Show,Suburra: Blood on Rome, ,Italy,30/10/20,2020,TV-MA,3,"Crime TV Shows, International TV Shows, TV Dramas"
7027,s1791,TV Show,Blood of Zeus, ,United States,27/10/20,2020,TV-MA,1,Anime Series
7028,s1872,Movie,Super Monsters: Dia de los Monsters, ,Canada,09/10/20,2020,TV-Y,25,Children & Family Movies
7029,s1792,TV Show,Chico Bon Bon: Monkey with a Tool Belt, ,United States,27/10/20,2020,TV-Y,4,Kids' TV
7030,s1800,TV Show,Barbarians, ,Germany,23/10/20,2020,TV-MA,1,"International TV Shows, TV Action & Adventure, TV Dramas"
7031,s1804,TV Show,Stolen Away, ,Spain,23/10/20,2020,TV-MA,1,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows"
7032,s1805,TV Show,The Queen's Gambit, ,United States,23/10/20,2020,TV-MA,1,TV Dramas
7033,s1814,TV Show,My Next Guest Needs No Introduction With David Letterman, ,United States,21/10/20,2020,TV-MA,3,Stand-Up Comedy & Talk Shows
7034,s1835,TV Show,Start-Up, ,South Korea,18/10/20,2020,TV-14,1,"International TV Shows, Romantic TV Shows, TV Comedies"
7035,s1838,TV Show,Grand Army, ,United States,16/10/20,2020,TV-MA,1,"TV Dramas, Teen TV Shows"
7036,s1840,TV Show,La Révolution, ,France,16/10/20,2020,TV-MA,1,"International TV Shows, TV Action & Adventure, TV Dramas"
7037,s1842,TV Show,The Last Kids on Earth, ,United States,16/10/20,2020,TV-Y7,3,"Kids' TV, TV Comedies"
7038,s1848,TV Show,Fireman Sam, ,United Kingdom,15/10/20,2018,TV-Y,4,"British TV Shows, Kids' TV"
7041,s1853,TV Show,Power Rangers Beast Morphers, ,United States,15/10/20,2020,TV-Y7,2,Kids' TV
7042,s1855,TV Show,Social Distance, ,United States,15/10/20,2020,TV-MA,1,"TV Comedies, TV Dramas"
7043,s1861,TV Show,The Cabin with Bert Kreischer, ,United States,13/10/20,2020,TV-MA,1,"Reality TV, TV Comedies"
7044,s1865,TV Show,Kipo and the Age of Wonderbeasts, ,United States,12/10/20,2020,TV-Y7,3,"Kids' TV, TV Comedies"
7045,s1829,TV Show,Unsolved Mysteries, ,Pakistan,19/10/20,2020,TV-MA,2,"Crime TV Shows, Docuseries"
7046,s1874,TV Show,The Haunting of Bly Manor, ,United States,09/10/20,2020,TV-MA,1,"TV Dramas, TV Horror, TV Mysteries"
7047,s1876,TV Show,Do Do Sol Sol La La Sol, ,South Korea,08/10/20,2020,TV-14,1,"International TV Shows, Romantic TV Shows, TV Comedies"
7048,s1878,TV Show,Private Lives, ,South Korea,08/10/20,2020,TV-14,1,"Crime TV Shows, International TV Shows, TV Dramas"
7049,s1879,TV Show,The 100, ,United States,08/10/20,2020,TV-MA,7,"TV Action & Adventure, TV Dramas, TV Sci-Fi & Fantasy"
7050,s1886,TV Show,Bad Boy Billionaires: India, ,India,05/10/20,2020,TV-14,1,"British TV Shows, Docuseries, International TV Shows"
7052,s1895,TV Show,Emily in Paris, ,United States,02/10/20,2020,TV-MA,1,"Romantic TV Shows, TV Comedies, TV Dramas"
7054,s1907,TV Show,Evil, ,United States,01/10/20,2019,TV-14,1,TV Dramas
7055,s1908,TV Show,Familiar Wife, ,South Korea,01/10/20,2018,TV-MA,1,"International TV Shows, Romantic TV Shows, TV Dramas"
7056,s1909,TV Show,Food Wars!: Shokugeki no Soma, ,Japan,01/10/20,2016,TV-MA,2,"Anime Series, International TV Shows, Teen TV Shows"
7057,s1911,TV Show,"Good Morning, Verônica", ,Brazil,01/10/20,2020,TV-MA,1,"Crime TV Shows, International TV Shows, TV Mysteries"
7058,s1916,TV Show,Oktoberfest: Beer & Blood, ,Germany,01/10/20,2020,TV-MA,1,"International TV Shows, TV Dramas"
7059,s1918,TV Show,Secreto bien guardado, ,Argentina,01/10/20,2019,TV-MA,1,"International TV Shows, Romantic TV Shows, Spanish-Language TV Shows"
7060,s1919,TV Show,Sword Art Online, ,Japan,01/10/20,2018,TV-MA,3,"Anime Series, International TV Shows"
7062,s1924,TV Show,The Unicorn, ,United States,01/10/20,2019,TV-14,1,"TV Comedies, TV Dramas"
7063,s1926,TV Show,You Cannot Hide, ,Mexico,01/10/20,2020,TV-MA,1,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows"
7065,s1930,TV Show,Man with a Plan, ,United States,30/09/20,2020,TV-PG,4,TV Comedies
7066,s1933,Movie,The Boys in the Band: Something Personal, ,United States,30/09/20,2020,TV-MA,28,"Documentaries, LGBTQ Movies"
7067,s1934,TV Show,Wentworth, ,Australia,30/09/20,2020,TV-MA,8,"Crime TV Shows, TV Dramas"
